2025-10-28 14:32:14, Instruction: 0xffff800010ba66b8, Mem: 2847702013, Flipped bit 0, Flipped 2847702012, [+] System running normally
2025-10-28 15:00:57, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 16, Flipped 303694882, [+] System running normally
2025-10-28 15:00:59, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 17, Flipped 303629346, [+] System running normally
2025-10-28 15:01:01, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 18, Flipped 304022562, [+] System running normally
2025-10-28 15:01:03, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 19, Flipped 303236130, [+] System running normally
2025-10-28 15:01:05, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 20, Flipped 302711842, [+] System running normally
2025-10-28 15:01:07, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 21, Flipped 305857570, [+] System running normally
2025-10-28 15:01:09, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 22, Flipped 307954722, [+] System running normally
2025-10-28 15:01:11, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 23, Flipped 312149026, [+] System running normally
2025-10-28 15:01:13, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 24, Flipped 320537634, [+] System running normally
2025-10-28 15:01:15, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 25, Flipped 270205986, [+] System running normally
2025-10-28 15:01:17, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 26, Flipped 370869282, [+] System running normally
2025-10-28 15:01:19, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 27, Flipped 437978146, [+] System running normally
2025-10-28 15:01:21, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 28, Flipped 35324962, [+] System running normally
2025-10-28 15:01:25, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 29, Flipped 840631330, [+] System running normally
2025-10-28 15:01:27, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 30, Flipped 1377502242, [+] System running normally
2025-10-28 15:01:29, Instruction: 0xffff800010ba670c, Mem: 303760418, Flipped bit 31, Flipped 2451244066, [+] System running normally
2025-10-28 15:01:31, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 0, Flipped 1895923806, [+] System running normally
2025-10-28 15:01:33, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 1, Flipped 1895923805, [+] System running normally
2025-10-28 15:01:35, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 2, Flipped 1895923803, [+] System running normally
2025-10-28 15:01:37, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 3, Flipped 1895923799, [+] System running normally
2025-10-28 15:01:39, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 4, Flipped 1895923791, [+] System running normally
2025-10-28 15:01:41, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 5, Flipped 1895923839, [+] System running normally
2025-10-28 15:01:43, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 6, Flipped 1895923743, [+] System running normally
2025-10-28 15:01:45, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 7, Flipped 1895923935, [+] System running normally
2025-10-28 15:01:49, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 8, Flipped 1895924063, [+] System running normally
2025-10-28 15:01:51, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 9, Flipped 1895924319, [+] System running normally
2025-10-28 15:01:53, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 10, Flipped 1895924831, [+] System running normally
2025-10-28 15:01:55, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 11, Flipped 1895925855, [+] System running normally
2025-10-28 15:01:57, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 12, Flipped 1895927903, [+] System running normally
2025-10-28 15:02:01, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 13, Flipped 1895931999, [+] System running normally
2025-10-28 15:02:03, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 14, Flipped 1895940191, [+] System running normally
2025-10-28 15:02:05, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 15, Flipped 1895891039, [+] System running normally
2025-10-28 15:02:07, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 16, Flipped 1895858271, [+] System running normally
2025-10-28 15:02:09, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 17, Flipped 1896054879, [+] System running normally
2025-10-28 15:02:11, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 18, Flipped 1896185951, [+] System running normally
2025-10-28 15:02:14, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 19, Flipped 1896448095, [+] System running normally
2025-10-28 15:02:16, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 20, Flipped 1896972383, [+] System running normally
2025-10-28 15:02:18, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 21, Flipped 1898020959, [+] System running normally
2025-10-28 15:02:20, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 22, Flipped 1900118111, [+] System running normally
2025-10-28 15:02:22, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 23, Flipped 1904312415, [+] System running normally
2025-10-28 15:02:24, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 24, Flipped 1879146591, [+] System running normally
2025-10-28 15:02:26, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 25, Flipped 1929478239, [+] System running normally
2025-10-28 15:02:28, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 26, Flipped 1963032671, [+] System running normally
2025-10-28 15:02:30, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 27, Flipped 2030141535, [+] System running normally
2025-10-28 15:02:32, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 28, Flipped 1627488351, [+] System running normally
2025-10-28 15:02:34, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 29, Flipped 1359052895, [+] System running normally
2025-10-28 15:02:36, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 30, Flipped 822181983, [+] System running normally
2025-10-28 15:02:38, Instruction: 0xffff800010ba6710, Mem: 1895923807, Flipped bit 31, Flipped 4043407455, [+] System running normally
2025-10-28 15:02:40, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 0, Flipped 1409286881, [+] System running normally
2025-10-28 15:02:42, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 1, Flipped 1409286882, [+] System running normally
2025-10-28 15:02:44, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 2, Flipped 1409286884, [+] System running normally
2025-10-28 15:02:46, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 3, Flipped 1409286888, [+] System running normally
2025-10-28 15:02:48, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 4, Flipped 1409286896, [+] System running normally
2025-10-28 15:02:50, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 5, Flipped 1409286848, [+] System running normally
2025-10-28 15:02:52, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 6, Flipped 1409286816, [+] System running normally
2025-10-28 15:02:54, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 7, Flipped 1409286752, [+] System running normally
2025-10-28 15:02:56, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 8, Flipped 1409287136, [+] System running normally
2025-10-28 15:02:58, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 9, Flipped 1409286368, [+] System running normally
2025-10-28 15:03:00, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 10, Flipped 1409287904, [+] System running normally
2025-10-28 15:03:02, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 11, Flipped 1409288928, [+] System running normally
2025-10-28 15:03:04, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 12, Flipped 1409290976, [+] System running normally
2025-10-28 15:03:06, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 13, Flipped 1409295072, [+] System running normally
2025-10-28 15:03:08, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 14, Flipped 1409303264, [+] System running normally
2025-10-28 15:03:10, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 15, Flipped 1409319648, [+] System running normally
2025-10-28 15:03:12, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 16, Flipped 1409352416, [+] System running normally
2025-10-28 15:03:14, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 17, Flipped 1409417952, [+] System running normally
2025-10-28 15:03:16, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 18, Flipped 1409549024, [+] System running normally
2025-10-28 15:03:18, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 19, Flipped 1409811168, [+] System running normally
2025-10-28 15:03:20, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 20, Flipped 1410335456, [+] System running normally
2025-10-28 15:03:22, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 21, Flipped 1411384032, [+] System running normally
2025-10-28 15:03:24, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 22, Flipped 1413481184, [+] System running normally
2025-10-28 15:03:26, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 23, Flipped 1417675488, [+] System running normally
2025-10-28 15:03:28, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 24, Flipped 1426064096, [+] System running normally
2025-10-28 15:03:30, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 25, Flipped 1442841312, [+] System running normally
2025-10-28 15:03:32, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 26, Flipped 1342178016, [+] System running normally
2025-10-28 15:03:34, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 27, Flipped 1543504608, [+] System running normally
2025-10-28 15:03:38, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 28, Flipped 1140851424, [+] System running normally
2025-10-28 15:03:40, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 29, Flipped 1946157792, [+] System running normally
2025-10-28 15:03:42, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 30, Flipped 335545056, [+] System running normally
2025-10-28 15:03:44, Instruction: 0xffff800010ba6714, Mem: 1409286880, Flipped bit 31, Flipped 3556770528, [+] System running normally
2025-10-28 15:03:46, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 0, Flipped 840631328, [+] System running normally
2025-10-28 15:03:48, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 1, Flipped 840631331, [+] System running normally
2025-10-28 15:03:50, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 2, Flipped 840631333, [+] System running normally
2025-10-28 15:03:52, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 3, Flipped 840631337, [+] System running normally
2025-10-28 15:03:54, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 4, Flipped 840631345, [+] System running normally
2025-10-28 15:03:56, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 5, Flipped 840631297, [+] System running normally
2025-10-28 15:03:58, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 6, Flipped 840631393, [+] System running normally
2025-10-28 15:04:00, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 7, Flipped 840631457, [+] System running normally
2025-10-28 15:04:04, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 8, Flipped 840631585, [+] System running normally
2025-10-28 15:04:06, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 9, Flipped 840631841, [+] System running normally
2025-10-28 15:04:08, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 10, Flipped 840630305, [+] System running normally
2025-10-28 15:04:10, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 11, Flipped 840633377, [+] System running normally
2025-10-28 15:04:12, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 12, Flipped 840635425, [+] System running normally
2025-10-28 15:04:14, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 13, Flipped 840639521, [+] System running normally
2025-10-28 15:04:16, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 14, Flipped 840647713, [+] System running normally
2025-10-28 15:04:18, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 15, Flipped 840664097, [+] System running normally
2025-10-28 15:04:23, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 16, Flipped 840565793, [+] System running normally
2025-10-28 15:04:25, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 17, Flipped 840500257, [+] System running normally
2025-10-28 15:04:29, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 18, Flipped 840893473, [+] System running normally
2025-10-28 15:04:31, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 19, Flipped 840107041, [+] System running normally
2025-10-28 15:04:33, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 20, Flipped 839582753, [+] System running normally
2025-10-28 15:04:35, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 21, Flipped 842728481, [+] System running normally
2025-10-28 15:04:37, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 22, Flipped 844825633, [+] System running normally
2025-10-28 15:04:39, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 23, Flipped 849019937, [+] System running normally
2025-10-28 15:04:41, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 24, Flipped 857408545, [+] System running normally
2025-10-28 15:04:43, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 25, Flipped 807076897, [+] System running normally
2025-10-28 15:04:45, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 26, Flipped 907740193, [+] System running normally
2025-10-28 15:04:47, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 27, Flipped 974849057, [+] System running normally
2025-10-28 15:04:49, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 28, Flipped 572195873, [+] System running normally
2025-10-28 15:04:51, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 29, Flipped 303760417, [+] System running normally
2025-10-28 15:04:53, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 30, Flipped 1914373153, [+] System running normally
2025-10-28 15:04:55, Instruction: 0xffff800010ba6718, Mem: 840631329, Flipped bit 31, Flipped 2988114977, [+] System running normally
2025-10-28 15:04:57, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 0, Flipped 705954787, [+] System running normally
2025-10-28 15:04:59, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 1, Flipped 705954784, [+] System running normally
2025-10-28 15:05:01, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 2, Flipped 705954790, [+] System running normally
2025-10-28 15:05:03, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 3, Flipped 705954794, [+] System running normally
2025-10-28 15:05:05, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 4, Flipped 705954802, [+] System running normally
2025-10-28 15:05:07, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 5, Flipped 705954754, [+] System running normally
2025-10-28 15:05:09, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 6, Flipped 705954722, [+] System running normally
2025-10-28 15:05:11, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 7, Flipped 705954658, [+] System running normally
2025-10-28 15:05:13, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 8, Flipped 705954530, [+] System running normally
2025-10-28 15:05:15, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 9, Flipped 705954274, [+] System running normally
2025-10-28 15:05:17, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 10, Flipped 705955810, [+] System running normally
2025-10-28 15:05:21, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 11, Flipped 705956834, [+] System running normally
2025-10-28 15:05:23, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 12, Flipped 705958882, [+] System running normally
2025-10-28 15:05:25, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 13, Flipped 705962978, [+] System running normally
2025-10-28 15:05:27, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 14, Flipped 705971170, [+] System running normally
2025-10-28 15:05:29, Instruction: 0xffff800010ba671c, Mem: 705954786, Flipped bit 15, Flipped 705987554, [+] System running normally
