2025-10-09 20:03:36, Instruction: 0xffff800010ba62e8, Mem: 4181729315, Flipped bit 0, Flipped 4181729314, [+] System running normally
2025-10-09 20:48:56, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 12, Flipped 1426058441, [+] System running normally
2025-10-09 20:48:58, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 13, Flipped 1426054345, [+] System running normally
2025-10-09 20:49:00, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 14, Flipped 1426046153, [+] System running normally
2025-10-09 20:49:03, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 15, Flipped 1426029769, [+] System running normally
2025-10-09 20:49:07, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 16, Flipped 1425997001, [+] System running normally
2025-10-09 20:49:11, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 17, Flipped 1425931465, [+] System running normally
2025-10-09 20:49:15, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 18, Flipped 1425800393, [+] System running normally
2025-10-09 20:49:17, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 19, Flipped 1425538249, [+] System running normally
2025-10-09 20:49:19, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 20, Flipped 1425013961, [+] System running normally
2025-10-09 20:49:21, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 21, Flipped 1423965385, [+] System running normally
2025-10-09 20:49:23, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 22, Flipped 1421868233, [+] System running normally
2025-10-09 20:49:25, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 23, Flipped 1417673929, [+] System running normally
2025-10-09 20:49:27, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 24, Flipped 1442839753, [+] System running normally
2025-10-09 20:49:29, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 25, Flipped 1459616969, [+] System running normally
2025-10-09 20:49:31, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 26, Flipped 1358953673, [+] System running normally
2025-10-09 20:49:33, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 27, Flipped 1560280265, [+] System running normally
2025-10-09 20:49:35, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 28, Flipped 1157627081, [+] System running normally
2025-10-09 20:49:37, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 29, Flipped 1962933449, [+] System running normally
2025-10-09 20:49:39, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 30, Flipped 352320713, [+] System running normally
2025-10-09 20:49:41, Instruction: 0xffff800010ba6368, Mem: 1426062537, Flipped bit 31, Flipped 3573546185, [+] System running normally
2025-10-09 20:49:43, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 0, Flipped 3596551105, [+] System running normally
2025-10-09 20:49:47, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 1, Flipped 3596551106, [+] System running normally
2025-10-09 20:49:49, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 2, Flipped 3596551108, [+] System running normally
2025-10-09 20:49:51, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 3, Flipped 3596551112, [+] System running normally
2025-10-09 20:49:53, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 4, Flipped 3596551120, [+] System running normally
2025-10-09 20:49:55, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 5, Flipped 3596551136, [+] System running normally
2025-10-09 20:49:57, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 6, Flipped 3596551040, [+] System running normally
2025-10-09 20:49:59, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 7, Flipped 3596550976, [+] System running normally
2025-10-09 20:50:01, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 8, Flipped 3596550848, [+] System running normally
2025-10-09 20:50:03, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 9, Flipped 3596550592, [+] System running normally
2025-10-09 20:50:05, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 10, Flipped 3596552128, [+] System running normally
2025-10-09 20:50:07, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 11, Flipped 3596553152, [+] System running normally
2025-10-09 20:50:09, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 12, Flipped 3596555200, [+] System running normally
2025-10-09 20:50:11, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 13, Flipped 3596559296, [+] System running normally
2025-10-09 20:50:13, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 14, Flipped 3596567488, [+] System running normally
2025-10-09 20:50:15, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 15, Flipped 3596583872, [+] System running normally
2025-10-09 20:50:19, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 16, Flipped 3596485568, [+] System running normally
2025-10-09 20:50:21, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 17, Flipped 3596420032, [+] System running normally
2025-10-09 20:50:23, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 18, Flipped 3596288960, [+] System running normally
2025-10-09 20:50:25, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 19, Flipped 3596026816, [+] System running normally
2025-10-09 20:50:27, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 20, Flipped 3595502528, [+] System running normally
2025-10-09 20:50:29, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 21, Flipped 3598648256, [+] System running normally
2025-10-09 20:50:31, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 22, Flipped 3592356800, [+] System running normally
2025-10-09 20:50:33, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 23, Flipped 3604939712, [+] System running normally
2025-10-09 20:50:35, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 24, Flipped 3613328320, [+] System running normally
2025-10-09 20:50:39, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 25, Flipped 3562996672, [+] System running normally
2025-10-09 20:50:41, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 26, Flipped 3529442240, [+] System running normally
2025-10-09 20:50:45, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 27, Flipped 3730768832, [+] System running normally
2025-10-09 20:50:47, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 28, Flipped 3328115648, [+] System running normally
2025-10-09 20:50:51, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 29, Flipped 4133422016, [+] System running normally
2025-10-09 20:50:53, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 30, Flipped 2522809280, [+] System running normally
2025-10-09 20:50:55, Instruction: 0xffff800010ba636c, Mem: 3596551104, Flipped bit 31, Flipped 1449067456, [+] System running normally
2025-10-09 20:50:57, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 0, Flipped 1384120353, [+] System running normally
2025-10-09 20:50:59, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 1, Flipped 1384120354, [+] System running normally
2025-10-09 20:51:01, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 2, Flipped 1384120356, [+] System running normally
2025-10-09 20:51:03, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 3, Flipped 1384120360, [+] System running normally
2025-10-09 20:51:07, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 4, Flipped 1384120368, [+] System running normally
2025-10-09 20:51:09, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 5, Flipped 1384120320, [+] System running normally
2025-10-09 20:51:11, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 6, Flipped 1384120416, [+] System running normally
2025-10-09 20:51:13, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 7, Flipped 1384120480, [+] System running normally
2025-10-09 20:51:15, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 8, Flipped 1384120608, [+] System running normally
2025-10-09 20:51:19, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 9, Flipped 1384120864, [+] System running normally
2025-10-09 20:51:21, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 10, Flipped 1384121376, [+] System running normally
2025-10-09 20:51:23, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 11, Flipped 1384122400, [+] System running normally
2025-10-09 20:51:27, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 12, Flipped 1384124448, [+] System running normally
2025-10-09 20:51:29, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 13, Flipped 1384128544, [+] System running normally
2025-10-09 20:51:33, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 14, Flipped 1384136736, [+] System running normally
2025-10-09 20:51:36, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 15, Flipped 1384153120, [+] System running normally
2025-10-09 20:51:38, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 16, Flipped 1384185888, [+] System running normally
2025-10-09 20:51:40, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 17, Flipped 1384251424, [+] System running normally
2025-10-09 20:51:42, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 18, Flipped 1384382496, [+] System running normally
2025-10-09 20:51:44, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 19, Flipped 1384644640, [+] System running normally
2025-10-09 20:51:46, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 20, Flipped 1385168928, [+] System running normally
2025-10-09 20:51:50, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 21, Flipped 1386217504, [+] System running normally
2025-10-09 20:51:52, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 22, Flipped 1388314656, [+] System running normally
2025-10-09 20:51:54, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 23, Flipped 1375731744, [+] System running normally
2025-10-09 20:51:56, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 24, Flipped 1400897568, [+] System running normally
2025-10-09 20:51:58, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 25, Flipped 1350565920, [+] System running normally
2025-10-09 20:52:00, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 26, Flipped 1451229216, [+] System running normally
2025-10-09 20:52:02, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 27, Flipped 1518338080, [+] System running normally
2025-10-09 20:52:04, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 28, Flipped 1115684896, [+] System running normally
2025-10-09 20:52:06, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 29, Flipped 1920991264, [+] System running normally
2025-10-09 20:52:08, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 30, Flipped 310378528, [+] System running normally
2025-10-09 20:52:10, Instruction: 0xffff800010ba6370, Mem: 1384120352, Flipped bit 31, Flipped 3531604000, [+] System running normally
2025-10-09 20:52:12, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 0, Flipped 402653174, [+] System running normally
2025-10-09 20:52:16, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 1, Flipped 402653173, [+] System running normally
2025-10-09 20:52:20, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 2, Flipped 402653171, [+] System running normally
2025-10-09 20:52:22, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 3, Flipped 402653183, [+] System running normally
2025-10-09 20:52:24, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 4, Flipped 402653159, [+] System running normally
2025-10-09 20:52:26, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 5, Flipped 402653143, [+] System running normally
2025-10-09 20:52:28, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 6, Flipped 402653111, [+] System running normally
2025-10-09 20:52:30, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 7, Flipped 402653047, [+] System running normally
2025-10-09 20:52:32, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 8, Flipped 402652919, [+] System running normally
2025-10-09 20:52:34, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 9, Flipped 402652663, [+] System running normally
2025-10-09 20:52:36, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 10, Flipped 402652151, [+] System running normally
2025-10-09 20:52:38, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 11, Flipped 402651127, [+] System running normally
2025-10-09 20:52:40, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 12, Flipped 402649079, [+] System running normally
2025-10-09 20:52:42, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 13, Flipped 402644983, [+] System running normally
2025-10-09 20:52:44, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 14, Flipped 402636791, [+] System running normally
2025-10-09 20:52:46, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 15, Flipped 402620407, [+] System running normally
2025-10-09 20:52:48, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 16, Flipped 402587639, [+] System running normally
2025-10-09 20:52:50, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 17, Flipped 402522103, [+] System running normally
2025-10-09 20:52:52, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 18, Flipped 402391031, [+] System running normally
2025-10-09 20:52:54, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 19, Flipped 402128887, [+] System running normally
2025-10-09 20:52:58, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 20, Flipped 401604599, [+] System running normally
2025-10-09 20:53:00, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 21, Flipped 400556023, [+] System running normally
2025-10-09 20:53:02, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 22, Flipped 398458871, [+] System running normally
2025-10-09 20:53:04, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 23, Flipped 394264567, [+] System running normally
2025-10-09 20:53:06, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 24, Flipped 385875959, [+] System running normally
2025-10-09 20:53:08, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 25, Flipped 369098743, [+] System running normally
2025-10-09 20:53:10, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 26, Flipped 335544311, [+] System running normally
2025-10-09 20:53:12, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 27, Flipped 536870903, [+] System running normally
2025-10-09 20:53:14, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 28, Flipped 134217719, [+] System running normally
2025-10-09 20:53:16, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 29, Flipped 939524087, [+] System running normally
2025-10-09 20:53:18, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 30, Flipped 1476394999, [+] System running normally
2025-10-09 20:53:20, Instruction: 0xffff800010ba6374, Mem: 402653175, Flipped bit 31, Flipped 2550136823, [+] System running normally
2025-10-09 20:53:22, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 0, Flipped 310379169, [+] System running normally
2025-10-09 20:53:24, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 1, Flipped 310379170, [+] System running normally
2025-10-09 20:53:26, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 2, Flipped 310379172, [+] System running normally
2025-10-09 20:53:28, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 3, Flipped 310379176, [+] System running normally
2025-10-09 20:53:32, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 4, Flipped 310379184, [+] System running normally
2025-10-09 20:53:34, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 5, Flipped 310379136, [+] System running normally
2025-10-09 20:53:36, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 6, Flipped 310379232, [+] System running normally
2025-10-09 20:53:38, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 7, Flipped 310379040, [+] System running normally
2025-10-09 20:53:40, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 8, Flipped 310379424, [+] System running normally
2025-10-09 20:53:42, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 9, Flipped 310378656, [+] System running normally
2025-10-09 20:53:44, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 10, Flipped 310380192, [+] System running normally
2025-10-09 20:53:46, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 11, Flipped 310381216, [+] System running normally
2025-10-09 20:53:48, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 12, Flipped 310383264, [+] System running normally
2025-10-09 20:53:50, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 13, Flipped 310387360, [+] System running normally
2025-10-09 20:53:52, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 14, Flipped 310395552, [+] System running normally
2025-10-09 20:53:55, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 15, Flipped 310411936, [+] System running normally
2025-10-09 20:53:57, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 16, Flipped 310444704, [+] System running normally
2025-10-09 20:53:59, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 17, Flipped 310510240, [+] System running normally
2025-10-09 20:54:03, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 18, Flipped 310641312, [+] System running normally
2025-10-09 20:54:05, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 19, Flipped 310903456, [+] System running normally
2025-10-09 20:54:09, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 20, Flipped 311427744, [+] System running normally
2025-10-09 20:54:13, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 21, Flipped 312476320, [+] System running normally
2025-10-09 20:54:15, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 22, Flipped 314573472, [+] System running normally
2025-10-09 20:54:17, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 23, Flipped 301990560, [+] System running normally
2025-10-09 20:54:19, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 24, Flipped 327156384, [+] System running normally
2025-10-09 20:54:21, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 25, Flipped 276824736, [+] System running normally
2025-10-09 20:54:23, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 26, Flipped 377488032, [+] System running normally
2025-10-09 20:54:25, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 27, Flipped 444596896, [+] System running normally
2025-10-09 20:54:27, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 28, Flipped 41943712, [+] System running normally
2025-10-09 20:54:29, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 29, Flipped 847250080, [+] System running normally
2025-10-09 20:54:31, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 30, Flipped 1384120992, [+] System running normally
2025-10-09 20:54:33, Instruction: 0xffff800010ba6378, Mem: 310379168, Flipped bit 31, Flipped 2457862816, [+] System running normally
2025-10-09 20:54:35, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 0, Flipped 3596551105, [+] System running normally
2025-10-09 20:54:37, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 1, Flipped 3596551106, [+] System running normally
2025-10-09 20:54:39, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 2, Flipped 3596551108, [+] System running normally
2025-10-09 20:54:41, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 3, Flipped 3596551112, [+] System running normally
2025-10-09 20:54:43, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 4, Flipped 3596551120, [+] System running normally
2025-10-09 20:54:45, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 5, Flipped 3596551136, [+] System running normally
2025-10-09 20:54:47, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 6, Flipped 3596551040, [+] System running normally
2025-10-09 20:54:49, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 7, Flipped 3596550976, [+] System running normally
2025-10-09 20:54:51, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 8, Flipped 3596550848, [+] System running normally
2025-10-09 20:54:53, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 9, Flipped 3596550592, [+] System running normally
2025-10-09 20:54:57, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 10, Flipped 3596552128, [+] System running normally
2025-10-09 20:54:59, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 11, Flipped 3596553152, [+] System running normally
2025-10-09 20:55:01, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 12, Flipped 3596555200, [+] System running normally
2025-10-09 20:55:03, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 13, Flipped 3596559296, [+] System running normally
2025-10-09 20:55:05, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 14, Flipped 3596567488, [+] System running normally
2025-10-09 20:55:07, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 15, Flipped 3596583872, [+] System running normally
2025-10-09 20:55:09, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 16, Flipped 3596485568, [+] System running normally
2025-10-09 20:55:11, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 17, Flipped 3596420032, [+] System running normally
2025-10-09 20:55:13, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 18, Flipped 3596288960, [+] System running normally
2025-10-09 20:55:15, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 19, Flipped 3596026816, [+] System running normally
2025-10-09 20:55:17, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 20, Flipped 3595502528, [+] System running normally
2025-10-09 20:55:19, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 21, Flipped 3598648256, [+] System running normally
2025-10-09 20:55:21, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 22, Flipped 3592356800, [+] System running normally
2025-10-09 20:55:23, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 23, Flipped 3604939712, [+] System running normally
2025-10-09 20:55:25, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 24, Flipped 3613328320, [+] System running normally
2025-10-09 20:55:27, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 25, Flipped 3562996672, [+] System running normally
2025-10-09 20:55:29, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 26, Flipped 3529442240, [+] System running normally
2025-10-09 20:55:31, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 27, Flipped 3730768832, [+] System running normally
2025-10-09 20:55:33, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 28, Flipped 3328115648, [+] System running normally
2025-10-09 20:55:35, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 29, Flipped 4133422016, [+] System running normally
2025-10-09 20:55:37, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 30, Flipped 2522809280, [+] System running normally
2025-10-09 20:55:39, Instruction: 0xffff800010ba637c, Mem: 3596551104, Flipped bit 31, Flipped 1449067456, [+] System running normally
